Sentence,Aspect,Polarity
"the food the classic italian menu gets off to a good start with queen 's famous bread basket , which is loaded with a slew of crunchy , yeasty homemade varieties .",varieties,positive
"that 's almost enough to prove its legitimacy to me , but eating there , both for a quick slice and sit - down for pasta with my family has always been a delicious , inexpensive and fun experience .",pasta,positive
"that 's almost enough to prove its legitimacy to me , but eating there , both for a quick slice and sit - down for pasta with my family has always been a delicious , inexpensive and fun experience .",family,neutral
"mac cheese is nothing to write home about ; the beet salad is boring , mostly lettuce ; tuna sandwhich - boring , mostly mayo ; the french fries looked re - fried and were cold ; the excellent pork sandwich came on one of those supermarket hot - dog buns .","mac, cheese",negative
"mac cheese is nothing to write home about ; the beet salad is boring , mostly lettuce ; tuna sandwhich - boring , mostly mayo ; the french fries looked re - fried and were cold ; the excellent pork sandwich came on one of those supermarket hot - dog buns .","beet, salad",negative
"mac cheese is nothing to write home about ; the beet salad is boring , mostly lettuce ; tuna sandwhich - boring , mostly mayo ; the french fries looked re - fried and were cold ; the excellent pork sandwich came on one of those supermarket hot - dog buns .","tuna, sandwhich",neutral
"ok i got the edamame and something from the sushi chef for free , but the quality of food is more important to me than a free small dish ( maybe that 's why the restaurant gives it to attact new customers .",edamame,neutral
"ok i got the edamame and something from the sushi chef for free , but the quality of food is more important to me than a free small dish ( maybe that 's why the restaurant gives it to attact new customers .","sushi, chef",positive
"ok i got the edamame and something from the sushi chef for free , but the quality of food is more important to me than a free small dish ( maybe that 's why the restaurant gives it to attact new customers .","quality, of, food",positive
"ok i got the edamame and something from the sushi chef for free , but the quality of food is more important to me than a free small dish ( maybe that 's why the restaurant gives it to attact new customers .",dish,positive
"we were directed to a table by a member of staff , which we were then informed was reserved , and lost our seats at the bar , all this after spending upwards of $ 30 each on very expensive drinks over a two - hour period .",table,neutral
"we were directed to a table by a member of staff , which we were then informed was reserved , and lost our seats at the bar , all this after spending upwards of $ 30 each on very expensive drinks over a two - hour period .",staff,negative
"we were directed to a table by a member of staff , which we were then informed was reserved , and lost our seats at the bar , all this after spending upwards of $ 30 each on very expensive drinks over a two - hour period .",seats,negative
"we were directed to a table by a member of staff , which we were then informed was reserved , and lost our seats at the bar , all this after spending upwards of $ 30 each on very expensive drinks over a two - hour period .",bar,neutral
"after our meal , the manager , even took some of his time to sit with us and give us a lesson in sake 101 .",meal,neutral
"after our meal , the manager , even took some of his time to sit with us and give us a lesson in sake 101 .",manager,positive
"so if he ca n't find fresh - good product , he 'll remove a dish from the menu which i think is fantastic .",dish,positive
"so if he ca n't find fresh - good product , he 'll remove a dish from the menu which i think is fantastic .",menu,neutral
"this much heralded restaurant brought my wife and i some excitement as we walked in the door , but we were met with an awkward maitre who barely spoke to us at all and just seemed standoff - ish .",door,neutral
"this much heralded restaurant brought my wife and i some excitement as we walked in the door , but we were met with an awkward maitre who barely spoke to us at all and just seemed standoff - ish .",maitre,negative
"we were in haven from appetizers , my favorite was the tuna tartare , to the dim sum , the best was shrimp and foie gras dumpling , and i could go on and on , everything was an explosion of flavors .",appetizers,neutral
"we were in haven from appetizers , my favorite was the tuna tartare , to the dim sum , the best was shrimp and foie gras dumpling , and i could go on and on , everything was an explosion of flavors .","tuna, tartare",positive
"we were in haven from appetizers , my favorite was the tuna tartare , to the dim sum , the best was shrimp and foie gras dumpling , and i could go on and on , everything was an explosion of flavors .","dim, sum",positive
"we were in haven from appetizers , my favorite was the tuna tartare , to the dim sum , the best was shrimp and foie gras dumpling , and i could go on and on , everything was an explosion of flavors .",shrimp,positive
"we were in haven from appetizers , my favorite was the tuna tartare , to the dim sum , the best was shrimp and foie gras dumpling , and i could go on and on , everything was an explosion of flavors .","foie, gras, dumpling",positive
"we were in haven from appetizers , my favorite was the tuna tartare , to the dim sum , the best was shrimp and foie gras dumpling , and i could go on and on , everything was an explosion of flavors .",flavors,positive
the prices seemed reasonable with entrees ranging from $ 14-$25 .,prices,positive
the prices seemed reasonable with entrees ranging from $ 14-$25 .,entrees,neutral
it would be better to place the bar closer to the front of the restaurant and away from the tables .,bar,neutral
it would be better to place the bar closer to the front of the restaurant and away from the tables .,front,neutral
it would be better to place the bar closer to the front of the restaurant and away from the tables .,tables,negative
"we wanted to join another 2 top table to ours and the manager abruptly said , that wo n't work for us !",table,neutral
"we wanted to join another 2 top table to ours and the manager abruptly said , that wo n't work for us !",manager,negative
"the only drawback was slow service , but the food and ambience are so nice that your wait is a ) pleasant and b ) worth it .",service,negative
"the only drawback was slow service , but the food and ambience are so nice that your wait is a ) pleasant and b ) worth it .",food,positive
"the only drawback was slow service , but the food and ambience are so nice that your wait is a ) pleasant and b ) worth it .",ambience,positive
"the only drawback was slow service , but the food and ambience are so nice that your wait is a ) pleasant and b ) worth it .",wait,positive
"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",somosas,positive
"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",chai,positive
"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",chole,positive
"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",dhosas,negative
"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",dhal,negative
"dinner is okay - not many vegetarian options , and the portions are small .",dinner,neutral
"dinner is okay - not many vegetarian options , and the portions are small .",portions,negative
"not a destination restaurant , but if you 're hungry for breakfast or lunch , big portions and good quality for the money .",breakfast,neutral
"not a destination restaurant , but if you 're hungry for breakfast or lunch , big portions and good quality for the money .",portions,positive
"not a destination restaurant , but if you 're hungry for breakfast or lunch , big portions and good quality for the money .",quality,positive
had a dinner date ( her suggestion ) :) had the mussels ( really good ) and smoked salmon ( not the best ) for appys .,mussels,positive
had a dinner date ( her suggestion ) :) had the mussels ( really good ) and smoked salmon ( not the best ) for appys .,"smoked, salmon",negative
had a dinner date ( her suggestion ) :) had the mussels ( really good ) and smoked salmon ( not the best ) for appys .,appys,neutral
"in short the vegi burgers ( and the full bar ) are the main draws : ranging from the super veg - burger with lettuce , tomato and abijah 's secret sauce to the mckate ( two un - beef patties , special sauce , lettuce , dairy or nondairy cheese , etc .","full, bar",positive
"in short the vegi burgers ( and the full bar ) are the main draws : ranging from the super veg - burger with lettuce , tomato and abijah 's secret sauce to the mckate ( two un - beef patties , special sauce , lettuce , dairy or nondairy cheese , etc .",tomato,neutral
"in short the vegi burgers ( and the full bar ) are the main draws : ranging from the super veg - burger with lettuce , tomato and abijah 's secret sauce to the mckate ( two un - beef patties , special sauce , lettuce , dairy or nondairy cheese , etc .","abijah, 's, secret, sauce",neutral
"in short the vegi burgers ( and the full bar ) are the main draws : ranging from the super veg - burger with lettuce , tomato and abijah 's secret sauce to the mckate ( two un - beef patties , special sauce , lettuce , dairy or nondairy cheese , etc .","un, -, beef, patties",neutral
"our server did not check on us , ask if we needed anything , refill our water or get our dessert order right .",server,negative
"our server did not check on us , ask if we needed anything , refill our water or get our dessert order right .",water,neutral
"our server did not check on us , ask if we needed anything , refill our water or get our dessert order right .",dessert,neutral
"between the seven of us we sampled just about everything on the menu , and nothing disappointed ( ribs pulled pork seemed like the biggest hits ) .",menu,neutral
"between the seven of us we sampled just about everything on the menu , and nothing disappointed ( ribs pulled pork seemed like the biggest hits ) .",ribs,positive
"between the seven of us we sampled just about everything on the menu , and nothing disappointed ( ribs pulled pork seemed like the biggest hits ) .",pork,positive
"however , when our waitress realized her faux pas , an extra glass of wine was sent to our table and all was forgiven .",waitress,negative
"however , when our waitress realized her faux pas , an extra glass of wine was sent to our table and all was forgiven .","glass, of, wine",neutral
"however , when our waitress realized her faux pas , an extra glass of wine was sent to our table and all was forgiven .",table,neutral
"the food the mediterranean influence shows up in the not - so - dainty tuna salad tossed with artichoke hearts , roasted red peppers , black olives and capers .","mediterranean, influence",neutral
"the food the mediterranean influence shows up in the not - so - dainty tuna salad tossed with artichoke hearts , roasted red peppers , black olives and capers .","tuna, salad",positive
"the food the mediterranean influence shows up in the not - so - dainty tuna salad tossed with artichoke hearts , roasted red peppers , black olives and capers .","roasted, red, peppers",neutral
( though the filet wo n't be enough if both have hearty apitites .,filet,negative
( though the filet wo n't be enough if both have hearty apitites .,apitites,positive
the prices were n't bad though - dinner ended up at $ 80 with tip and we had a couple drinks as well .,prices,positive
the prices were n't bad though - dinner ended up at $ 80 with tip and we had a couple drinks as well .,dinner,neutral
the prices were n't bad though - dinner ended up at $ 80 with tip and we had a couple drinks as well .,tip,neutral
"impressive balcony seating and while they forgot to give us the cold appetizers , the waiter and maitre more than made up for it by being most accomodating to us .",seating,neutral
"impressive balcony seating and while they forgot to give us the cold appetizers , the waiter and maitre more than made up for it by being most accomodating to us .",waiter,positive
"impressive balcony seating and while they forgot to give us the cold appetizers , the waiter and maitre more than made up for it by being most accomodating to us .",maitre,positive
"the clinton - frequented restaurant stands handsomely on a quiet residential corner , and the modern interior includes a long dining room , a small bar and harsh lighting .",interior,positive
"the clinton - frequented restaurant stands handsomely on a quiet residential corner , and the modern interior includes a long dining room , a small bar and harsh lighting .",bar,negative
"the staff were rude and rushed us through our meal , clearing plates and laying down dessert menus while others were still eating their main courses .",staff,negative
"the staff were rude and rushed us through our meal , clearing plates and laying down dessert menus while others were still eating their main courses .",meal,neutral
"the staff were rude and rushed us through our meal , clearing plates and laying down dessert menus while others were still eating their main courses .",plates,neutral
"the staff were rude and rushed us through our meal , clearing plates and laying down dessert menus while others were still eating their main courses .","main, courses",neutral
"our waiter was a little stressed and brought a couple things out late and as a result , he apologized graciously and gave us wine on the house to compensate for the delay .",waiter,negative
"our waiter was a little stressed and brought a couple things out late and as a result , he apologized graciously and gave us wine on the house to compensate for the delay .",wine,neutral
my only advice is : increase portion sizes ; and develop a special drink list .,portion,positive
my only advice is : increase portion sizes ; and develop a special drink list .,"drink, list",neutral
"the scene neither trendy and slick nor haute and haughty , it this cozy wine bar adds a bit of mediterranean sun to the chilly east 70s .","wine, bar",positive
"the scene neither trendy and slick nor haute and haughty , it this cozy wine bar adds a bit of mediterranean sun to the chilly east 70s .",mediterranean,neutral
"no matter what , you should expect a wait , big deal , small price to pay for great food as far as i ' m concerned .",wait,neutral
"no matter what , you should expect a wait , big deal , small price to pay for great food as far as i ' m concerned .",food,positive
service is not what one would expect from a joint in this price category .,service,negative
service is not what one would expect from a joint in this price category .,"price, category",neutral
"the fresh sliced mozzerella , the sweet roasted peppers , the hint of garlic and oil , are just some of the ingredients that produce the light otherworldly tasty pizza at grimaldi 's .",ingredients,neutral
"the fresh sliced mozzerella , the sweet roasted peppers , the hint of garlic and oil , are just some of the ingredients that produce the light otherworldly tasty pizza at grimaldi 's .",pizza,positive
"snack on a bowl of fried chickpeas while you browse the menu , then move onto the tender lamb skewers , which arrive atop a slab of french bread , perfectly poised to catch the meat 's sweet drippings .","a, bowl, of, fried, chickpeas",neutral
"snack on a bowl of fried chickpeas while you browse the menu , then move onto the tender lamb skewers , which arrive atop a slab of french bread , perfectly poised to catch the meat 's sweet drippings .",menu,neutral
"snack on a bowl of fried chickpeas while you browse the menu , then move onto the tender lamb skewers , which arrive atop a slab of french bread , perfectly poised to catch the meat 's sweet drippings .","lamb, skewers",positive
"snack on a bowl of fried chickpeas while you browse the menu , then move onto the tender lamb skewers , which arrive atop a slab of french bread , perfectly poised to catch the meat 's sweet drippings .","french, bread",neutral
"snack on a bowl of fried chickpeas while you browse the menu , then move onto the tender lamb skewers , which arrive atop a slab of french bread , perfectly poised to catch the meat 's sweet drippings .",meat,neutral
anyway we get a table and order some appetizers from one of the waitresses who was pleasently nice .,table,neutral
anyway we get a table and order some appetizers from one of the waitresses who was pleasently nice .,appetizers,neutral
anyway we get a table and order some appetizers from one of the waitresses who was pleasently nice .,waitresses,positive
"however , it takes ages to get seated ( even with a reservation ) , and the waiters do n't seem very knowledgeable about the menu ( or receptive to questions ) .",reservation,neutral
"however , it takes ages to get seated ( even with a reservation ) , and the waiters do n't seem very knowledgeable about the menu ( or receptive to questions ) .",waiters,negative
the feta cheese wrapped in filo dough and deep fried is a must try appetizer .,"filo, dough",neutral
the feta cheese wrapped in filo dough and deep fried is a must try appetizer .,"deep, fried",neutral
the feta cheese wrapped in filo dough and deep fried is a must try appetizer .,appetizer,positive
"the hostess was totally not accomadating , and even though there were empty tables they still did n't seat us !",hostess,negative
"the hostess was totally not accomadating , and even though there were empty tables they still did n't seat us !",seat,neutral
"after the meal , you can always walk a little southwest to the beautiful nelson rockefeller park on the hudson and play some frisbee or touch football .",meal,neutral
"after the meal , you can always walk a little southwest to the beautiful nelson rockefeller park on the hudson and play some frisbee or touch football .",nelson,positive
the service was slow took ten mins to get me a glass of water .,service,negative
the service was slow took ten mins to get me a glass of water .,glass,neutral
the service was slow took ten mins to get me a glass of water .,water,neutral
"the server came by only once to pour additional wine for the table ; the rest of the time , we had to fish the bottle out of the two - table communal bucket ourselves .",server,negative
"the server came by only once to pour additional wine for the table ; the rest of the time , we had to fish the bottle out of the two - table communal bucket ourselves .",wine,neutral
"the server came by only once to pour additional wine for the table ; the rest of the time , we had to fish the bottle out of the two - table communal bucket ourselves .","the, table",neutral
"the server came by only once to pour additional wine for the table ; the rest of the time , we had to fish the bottle out of the two - table communal bucket ourselves .",fish,neutral
"the server came by only once to pour additional wine for the table ; the rest of the time , we had to fish the bottle out of the two - table communal bucket ourselves .",bottle,neutral
"when our server accidentally spilled some wine at our table , he cleaned it up offered us another glass right away .",server,positive
"when our server accidentally spilled some wine at our table , he cleaned it up offered us another glass right away .",wine,neutral
"when our server accidentally spilled some wine at our table , he cleaned it up offered us another glass right away .",table,neutral
maybe its the cost of top ingredients but 17 .,cost,neutral
maybe its the cost of top ingredients but 17 .,ingredients,positive
"i ve been to jacques - imo in new orleans , the wait is long ( 3 + hours ) but the food and service more than makes up for it .",wait,negative
"i ve been to jacques - imo in new orleans , the wait is long ( 3 + hours ) but the food and service more than makes up for it .",food,positive
"i ve been to jacques - imo in new orleans , the wait is long ( 3 + hours ) but the food and service more than makes up for it .",service,positive
"1 ) service is very slow and unattentive ( 10 minutes for our server to come by with our menus and to take our drink order , another 10 to bring the drinks / take our dinner order , you get the idea .",service,negative
"1 ) service is very slow and unattentive ( 10 minutes for our server to come by with our menus and to take our drink order , another 10 to bring the drinks / take our dinner order , you get the idea .",server,negative
"1 ) service is very slow and unattentive ( 10 minutes for our server to come by with our menus and to take our drink order , another 10 to bring the drinks / take our dinner order , you get the idea .",menus,neutral
"1 ) service is very slow and unattentive ( 10 minutes for our server to come by with our menus and to take our drink order , another 10 to bring the drinks / take our dinner order , you get the idea .",dinner,neutral
"went with a girlfriend , waited for over an hour while we had drinks , food was ok , service was terrible .",drinks,neutral
"went with a girlfriend , waited for over an hour while we had drinks , food was ok , service was terrible .",service,negative
"the food the menu includes lovingly made renditions of panini , bruschetta and tramezzini ( cocktail - style sandwiches with fillings like tuna with black olive pesto and bresaola with arugula ) , along with a roster of cured meats , cheeses and olives that have been imported from italy .",menu,neutral
"the food the menu includes lovingly made renditions of panini , bruschetta and tramezzini ( cocktail - style sandwiches with fillings like tuna with black olive pesto and bresaola with arugula ) , along with a roster of cured meats , cheeses and olives that have been imported from italy .",bruschetta,positive
"the food the menu includes lovingly made renditions of panini , bruschetta and tramezzini ( cocktail - style sandwiches with fillings like tuna with black olive pesto and bresaola with arugula ) , along with a roster of cured meats , cheeses and olives that have been imported from italy .",tramezzini,positive
"very pleasant atmosphere , not a quiet romantic dinner .",atmosphere,positive
"very pleasant atmosphere , not a quiet romantic dinner .",dinner,negative
"met a friend here for lunch and while the food was excellent ( i ordered the turkey sandwich with avocado and bacon ) , the service was rather unattentive -- though well meaning .",lunch,neutral
"met a friend here for lunch and while the food was excellent ( i ordered the turkey sandwich with avocado and bacon ) , the service was rather unattentive -- though well meaning .",food,positive
"met a friend here for lunch and while the food was excellent ( i ordered the turkey sandwich with avocado and bacon ) , the service was rather unattentive -- though well meaning .","turkey, sandwich, with, avocado, and, bacon",neutral
"the pastisio platter especially because you get a good amount of salad that 's dry as the sahara desert , three wedges of bland potatoes , and a thin slice of microwaved pastisio that was awful for $ 9 .",salad,positive
"the pastisio platter especially because you get a good amount of salad that 's dry as the sahara desert , three wedges of bland potatoes , and a thin slice of microwaved pastisio that was awful for $ 9 .",desert,negative
"the pastisio platter especially because you get a good amount of salad that 's dry as the sahara desert , three wedges of bland potatoes , and a thin slice of microwaved pastisio that was awful for $ 9 .",potatoes,negative
they also have a great deal of 2 cheese slices and a drink for $ 3 .,"2, cheese, slices",positive
they also have a great deal of 2 cheese slices and a drink for $ 3 .,drink,neutral
"the bill came out to like $ 100pp , and noone touched their food , and drinks were left untouched because after the first bite / sip you want to never touch it again .",bill,neutral
"the bill came out to like $ 100pp , and noone touched their food , and drinks were left untouched because after the first bite / sip you want to never touch it again .",food,neutral
"the bill came out to like $ 100pp , and noone touched their food , and drinks were left untouched because after the first bite / sip you want to never touch it again .",drinks,negative
"the place was so dark , i needed the table candle to read the menu and could not properly see what i was eating .",place,negative
"the place was so dark , i needed the table candle to read the menu and could not properly see what i was eating .",table,neutral
"the place was so dark , i needed the table candle to read the menu and could not properly see what i was eating .",menu,neutral
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","jelly, fish",positive
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","drunken, chicken",positive
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","soupy, dumplings",positive
"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","stir, fry, blue, crab",neutral
"i expected high prices at nello , but as i looked at the menu my eyes became as large as the birkin mary - kate has been seen toting around these days--$18 for soup , $ 22 for a plate of mixed greens , $ 40 for pasta .",prices,negative
"i expected high prices at nello , but as i looked at the menu my eyes became as large as the birkin mary - kate has been seen toting around these days--$18 for soup , $ 22 for a plate of mixed greens , $ 40 for pasta .",menu,neutral
"i expected high prices at nello , but as i looked at the menu my eyes became as large as the birkin mary - kate has been seen toting around these days--$18 for soup , $ 22 for a plate of mixed greens , $ 40 for pasta .",soup,neutral
"sometimes i ' ve just ordered arepas and empanadas for my meal ; other times , i ' ve split a dinner entree and an appetizer with a friend and been satisfied , since the portions are so huge .",meal,neutral
"sometimes i ' ve just ordered arepas and empanadas for my meal ; other times , i ' ve split a dinner entree and an appetizer with a friend and been satisfied , since the portions are so huge .","dinner, entree",neutral
"sometimes i ' ve just ordered arepas and empanadas for my meal ; other times , i ' ve split a dinner entree and an appetizer with a friend and been satisfied , since the portions are so huge .",appetizer,neutral
"sometimes i ' ve just ordered arepas and empanadas for my meal ; other times , i ' ve split a dinner entree and an appetizer with a friend and been satisfied , since the portions are so huge .",portions,positive
the space is grand with a very high ceiling although it is one of those places that they keep so dark you are not really sure what you are eating anyway .,space,positive
the space is grand with a very high ceiling although it is one of those places that they keep so dark you are not really sure what you are eating anyway .,ceiling,neutral
"the menu has many choices , and the dining experience lends itself to being a great place for a date , client dinner , parents ' dinner or even a start - off to a night out on the town .","dining, experience",neutral
"the menu has many choices , and the dining experience lends itself to being a great place for a date , client dinner , parents ' dinner or even a start - off to a night out on the town .",place,positive
"the prices are incredibly reasonable , especially considering the huge portions - by noodle soup could have fed both my husband and myself .",portions,positive
"the prices are incredibly reasonable , especially considering the huge portions - by noodle soup could have fed both my husband and myself .","noodle, soup",neutral
"about 10 of us came here for drinks last friday , the atmosphere was good for chatting and hanging out , but not enough lounge or bar space , they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd .",drinks,neutral
"about 10 of us came here for drinks last friday , the atmosphere was good for chatting and hanging out , but not enough lounge or bar space , they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd .",atmosphere,positive
"about 10 of us came here for drinks last friday , the atmosphere was good for chatting and hanging out , but not enough lounge or bar space , they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd .",lounge,neutral
"about 10 of us came here for drinks last friday , the atmosphere was good for chatting and hanging out , but not enough lounge or bar space , they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd .",dinner,neutral
"about 10 of us came here for drinks last friday , the atmosphere was good for chatting and hanging out , but not enough lounge or bar space , they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd .","bar, crowd",neutral
"it 's a small and quaint place so have your expectations in check , but that does n't mean anything bad - know going in that you are gon na eat some serious food !",place,negative
"it 's a small and quaint place so have your expectations in check , but that does n't mean anything bad - know going in that you are gon na eat some serious food !",check,neutral
"it 's a small and quaint place so have your expectations in check , but that does n't mean anything bad - know going in that you are gon na eat some serious food !",food,negative
"it was not the mistake of the frozen lasagna , it was the icy service of the manager which has spoiled this restaurant for me .","frozen, lasagna",neutral
"it was not the mistake of the frozen lasagna , it was the icy service of the manager which has spoiled this restaurant for me .",service,negative
"it was not the mistake of the frozen lasagna , it was the icy service of the manager which has spoiled this restaurant for me .",manager,negative
"also , they upped their prices , so i have their old menu , and was surprised when my bill came to over $ 5 more than it used to ( i know , not a huge deal ) .",prices,negative
"also , they upped their prices , so i have their old menu , and was surprised when my bill came to over $ 5 more than it used to ( i know , not a huge deal ) .",menu,neutral
"also , they upped their prices , so i have their old menu , and was surprised when my bill came to over $ 5 more than it used to ( i know , not a huge deal ) .",bill,neutral
"they crumbed the table once , although it was solied the entire meal .",table,neutral
"they crumbed the table once , although it was solied the entire meal .",meal,negative
"we asked for more coffee , water and could n't even get that from our server .",coffee,neutral
"we asked for more coffee , water and could n't even get that from our server .",water,neutral
"we asked for more coffee , water and could n't even get that from our server .",server,negative
"it 's a great place , the terrific service carried out throughout the night as we sat and got some appetizers and then decided to stay for a bottle too !",service,positive
"it 's a great place , the terrific service carried out throughout the night as we sat and got some appetizers and then decided to stay for a bottle too !",appetizers,neutral
"the food regulars swear by the tamales , which are spongy , well - seasoned and pulled from steaming crocks on the counter .",food,positive
"the food regulars swear by the tamales , which are spongy , well - seasoned and pulled from steaming crocks on the counter .",tamales,positive
"the food regulars swear by the tamales , which are spongy , well - seasoned and pulled from steaming crocks on the counter .",counter,neutral
"i always listen to the waiters ' recommendations , because they 're always awesome - either a special or just one of their faves off the menu .",waiters,positive
"i always listen to the waiters ' recommendations , because they 're always awesome - either a special or just one of their faves off the menu .",menu,neutral
"not including the tip for our server , who we saw twice in an hour ?",tip,neutral
"not including the tip for our server , who we saw twice in an hour ?",server,negative
get a pitcher of red or white sangria and choose from a large selection of tapas .,"white, sangria",neutral
get a pitcher of red or white sangria and choose from a large selection of tapas .,tapas,positive
"aside from the fact the maitre de claimed the dining room was ' full ' , we were seated at a great table overlooking the lobby of the hotel and ordered the 5 course tasting menu .",maitre,neutral
"aside from the fact the maitre de claimed the dining room was ' full ' , we were seated at a great table overlooking the lobby of the hotel and ordered the 5 course tasting menu .",lobby,neutral
"aside from the fact the maitre de claimed the dining room was ' full ' , we were seated at a great table overlooking the lobby of the hotel and ordered the 5 course tasting menu .",menu,positive
"the only apparent flavor in any of the dishes was heat , and a table of four gourmands left at least half of our meals on our plates .",flavor,negative
"the only apparent flavor in any of the dishes was heat , and a table of four gourmands left at least half of our meals on our plates .",table,neutral
"the only apparent flavor in any of the dishes was heat , and a table of four gourmands left at least half of our meals on our plates .",meals,neutral
"miyagi is my sushi restaurant of choice in the village ; it 's never insanely crowded , the service is very sweet ( i ' ve never experienced any of the nastiness described in prior reviews ) , and the tabs are small .",service,positive
"miyagi is my sushi restaurant of choice in the village ; it 's never insanely crowded , the service is very sweet ( i ' ve never experienced any of the nastiness described in prior reviews ) , and the tabs are small .",tabs,negative
"my ceasar salad amounted to some limp lettuce and mayo strewn around a large plate , and the only way i might have died for the mac and cheese is due to natural causes while waiting for it to arrive .","ceasar, salad",neutral
"my ceasar salad amounted to some limp lettuce and mayo strewn around a large plate , and the only way i might have died for the mac and cheese is due to natural causes while waiting for it to arrive .",lettuce,neutral
"my ceasar salad amounted to some limp lettuce and mayo strewn around a large plate , and the only way i might have died for the mac and cheese is due to natural causes while waiting for it to arrive .",plate,positive
"my ceasar salad amounted to some limp lettuce and mayo strewn around a large plate , and the only way i might have died for the mac and cheese is due to natural causes while waiting for it to arrive .","mac, and, cheese",positive
and am content with a dinner of just the grilled tentacles and salad .,dinner,positive
and am content with a dinner of just the grilled tentacles and salad .,salad,neutral
"the service was non - existant , the manager spent all of his time at the bar .",service,negative
"the service was non - existant , the manager spent all of his time at the bar .",manager,negative
"the service was non - existant , the manager spent all of his time at the bar .",bar,neutral
"a 3 course - meal took 2 1/2 hours , including 20 - 30 minutes waiting to get the check after dessert .",waiting,negative
"a 3 course - meal took 2 1/2 hours , including 20 - 30 minutes waiting to get the check after dessert .",dessert,neutral
"we then waited until 7:35 before any food arrived at our table , despite the fact that we kept reminding our waitress that we needed to leave by 7:45 .",food,neutral
"we then waited until 7:35 before any food arrived at our table , despite the fact that we kept reminding our waitress that we needed to leave by 7:45 .",table,neutral
"we then waited until 7:35 before any food arrived at our table , despite the fact that we kept reminding our waitress that we needed to leave by 7:45 .",waitress,negative
"the waitress came to ask me how my ny strip was , and i could not give her an answer b / c no one gave me a steak knife .",waitress,negative
"the waitress came to ask me how my ny strip was , and i could not give her an answer b / c no one gave me a steak knife .","steak, knife",neutral
the cupcakes at magnolia 's are world famous as of the article in the new york times but although these cupcakes are excellent i would like to say that the people in magnolia 's were very rude and another thing was that they were overpriced and this dessert place has very good food ! !,dessert,neutral
the cupcakes at magnolia 's are world famous as of the article in the new york times but although these cupcakes are excellent i would like to say that the people in magnolia 's were very rude and another thing was that they were overpriced and this dessert place has very good food ! !,food,positive
"i 'd recommend getting an appetizer b / c the dinner takes a bit to be cooked , but it was definitely worth the wait .",dinner,neutral
"i 'd recommend getting an appetizer b / c the dinner takes a bit to be cooked , but it was definitely worth the wait .",wait,positive
"the waitress was no where to be found at all throughout the course of the meal , did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal .",waitress,negative
"the waitress was no where to be found at all throughout the course of the meal , did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal .","single, drink",neutral
"the waitress was no where to be found at all throughout the course of the meal , did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal .",food,neutral
this restaurant was very ask to the waiter or waitress to give you a table in the back room where all the romance of the place is situated with a so - called chimney ! !,waitress,negative
this restaurant was very ask to the waiter or waitress to give you a table in the back room where all the romance of the place is situated with a so - called chimney ! !,"back, room",neutral
"very nice servers , but they seemed more interested in conversing with the regulars than bringing food and being attentive .",servers,positive
"very nice servers , but they seemed more interested in conversing with the regulars than bringing food and being attentive .",food,neutral
service was not snooty and you 'll be treated the same whether you order one of the $ 150 + kaiseki dinners or a single entree .,service,negative
service was not snooty and you 'll be treated the same whether you order one of the $ 150 + kaiseki dinners or a single entree .,"kaiseki, dinners",neutral
service was not snooty and you 'll be treated the same whether you order one of the $ 150 + kaiseki dinners or a single entree .,entree,neutral
"the crispy fish tacos , the thin - crust pizza with fresh mozzarella , the lobster roll , the bratwurst direct from indiana .","fish, tacos",positive
"the crispy fish tacos , the thin - crust pizza with fresh mozzarella , the lobster roll , the bratwurst direct from indiana .","pizza, with, fresh, mozzarella",positive
"the crispy fish tacos , the thin - crust pizza with fresh mozzarella , the lobster roll , the bratwurst direct from indiana .","lobster, roll",neutral
"i made a reservation on - line quickly got a call saying that the resturant was under renovation , but the kitchen was still open and was still more than welcome to come enjoy dinner in their lounge .",reservation,neutral
"i made a reservation on - line quickly got a call saying that the resturant was under renovation , but the kitchen was still open and was still more than welcome to come enjoy dinner in their lounge .",kitchen,positive
"i had the rack of lamb , mushroom stuffies , and champagne and she had the chicken with soba noodles and baked clams , and merlot .",lamb,neutral
