Sentence,Aspect,Polarity
patrons are a mix of pre - theater and local regulars whose relaxed laughter and gesturing conversations add much to the restaurant 's flavor .,flavor,positive
the manager came over to our table at the end of our entree course to get our review .,manager,positive
the manager came over to our table at the end of our entree course to get our review .,entree,neutral
i let the waiter know and he offered me a free dessert .,waiter,positive
i let the waiter know and he offered me a free dessert .,dessert,neutral
"the food despite the restaurant 's name , the menu is remarkably atkins - friendly , from the nibble bowls of spicy fried chickpeas to the grilled slabs of salt - flecked , smoky rib - eye , succulent chunks of rosemary roast chicken and fat tubes of springy grilled squid .",food,neutral
"the food despite the restaurant 's name , the menu is remarkably atkins - friendly , from the nibble bowls of spicy fried chickpeas to the grilled slabs of salt - flecked , smoky rib - eye , succulent chunks of rosemary roast chicken and fat tubes of springy grilled squid .",menu,positive
"the food despite the restaurant 's name , the menu is remarkably atkins - friendly , from the nibble bowls of spicy fried chickpeas to the grilled slabs of salt - flecked , smoky rib - eye , succulent chunks of rosemary roast chicken and fat tubes of springy grilled squid .",bowls,neutral
"the food despite the restaurant 's name , the menu is remarkably atkins - friendly , from the nibble bowls of spicy fried chickpeas to the grilled slabs of salt - flecked , smoky rib - eye , succulent chunks of rosemary roast chicken and fat tubes of springy grilled squid .","rosemary, roast, chicken",neutral
"the food despite the restaurant 's name , the menu is remarkably atkins - friendly , from the nibble bowls of spicy fried chickpeas to the grilled slabs of salt - flecked , smoky rib - eye , succulent chunks of rosemary roast chicken and fat tubes of springy grilled squid .","springy, grilled, squid",neutral
"if she was a bit more sophisticated , she would n't have been impressed with the list , but rather with the clientele and atmosphere .",list,negative
"if she was a bit more sophisticated , she would n't have been impressed with the list , but rather with the clientele and atmosphere .",atmosphere,neutral
"the raw bar that we were served was abyssmal , and our dinners of salmon ( mine overcooked ) and chicken ( hers , very bland ) were n't much better .",bar,neutral
"the raw bar that we were served was abyssmal , and our dinners of salmon ( mine overcooked ) and chicken ( hers , very bland ) were n't much better .",served,negative
"the raw bar that we were served was abyssmal , and our dinners of salmon ( mine overcooked ) and chicken ( hers , very bland ) were n't much better .","dinners, of, salmon",negative
"the raw bar that we were served was abyssmal , and our dinners of salmon ( mine overcooked ) and chicken ( hers , very bland ) were n't much better .",chicken,negative
"i 'd say the menu is generally below - average for the neighborhood , but if you want a burger , this is the place to go .",menu,negative
"i 'd say the menu is generally below - average for the neighborhood , but if you want a burger , this is the place to go .",burger,positive
the porterhouse is as good a steak you are going to find in nyc or the surrounding area .,steak,positive
the porterhouse is as good a steak you are going to find in nyc or the surrounding area .,area,neutral
"the waiter was not attentive he gave me the wrong drink twice and the bill for three people who had appertizers , a drink and an entree was $ 200 .",waiter,negative
"the waiter was not attentive he gave me the wrong drink twice and the bill for three people who had appertizers , a drink and an entree was $ 200 .",entree,neutral
i did n't realize how good the food was until i went for dinner the other night .,food,positive
i did n't realize how good the food was until i went for dinner the other night .,dinner,neutral
"a dining beacon in an otherwise residential 4 or 5 block radius , sorrel pleases on every course -- from the cold spicy tomato soup and beet salad starters to the delectable skate , the scallops , or steak tartare , straight through to the strange but tasty melon soup or flan - esque orange - and - caramel custard ( so bad with names ) .",dining,neutral
"a dining beacon in an otherwise residential 4 or 5 block radius , sorrel pleases on every course -- from the cold spicy tomato soup and beet salad starters to the delectable skate , the scallops , or steak tartare , straight through to the strange but tasty melon soup or flan - esque orange - and - caramel custard ( so bad with names ) .","tomato, soup",positive
"a dining beacon in an otherwise residential 4 or 5 block radius , sorrel pleases on every course -- from the cold spicy tomato soup and beet salad starters to the delectable skate , the scallops , or steak tartare , straight through to the strange but tasty melon soup or flan - esque orange - and - caramel custard ( so bad with names ) .","beet, salad",neutral
"a dining beacon in an otherwise residential 4 or 5 block radius , sorrel pleases on every course -- from the cold spicy tomato soup and beet salad starters to the delectable skate , the scallops , or steak tartare , straight through to the strange but tasty melon soup or flan - esque orange - and - caramel custard ( so bad with names ) .",scallops,positive
"a dining beacon in an otherwise residential 4 or 5 block radius , sorrel pleases on every course -- from the cold spicy tomato soup and beet salad starters to the delectable skate , the scallops , or steak tartare , straight through to the strange but tasty melon soup or flan - esque orange - and - caramel custard ( so bad with names ) .","steak, tartare",positive
"a dining beacon in an otherwise residential 4 or 5 block radius , sorrel pleases on every course -- from the cold spicy tomato soup and beet salad starters to the delectable skate , the scallops , or steak tartare , straight through to the strange but tasty melon soup or flan - esque orange - and - caramel custard ( so bad with names ) .","melon, soup",positive
"a dining beacon in an otherwise residential 4 or 5 block radius , sorrel pleases on every course -- from the cold spicy tomato soup and beet salad starters to the delectable skate , the scallops , or steak tartare , straight through to the strange but tasty melon soup or flan - esque orange - and - caramel custard ( so bad with names ) .","orange, -, and, -, caramel",positive
the scene the bright mix of colors painted on the cafe 's walls matches the vivid margaritas that sit on nearly every table and litter the sceney bar .,mix,positive
the scene the bright mix of colors painted on the cafe 's walls matches the vivid margaritas that sit on nearly every table and litter the sceney bar .,bar,neutral
"at best , it 's a mediocre restaurant , forget about the fish variety , i asked for char ( a sushi staple ) , and received a blank look from the waiter , same fish here as any grocery store .",sushi,neutral
"at best , it 's a mediocre restaurant , forget about the fish variety , i asked for char ( a sushi staple ) , and received a blank look from the waiter , same fish here as any grocery store .",waiter,negative
"did n't like having to flag down waiters for drinks , nor having to wait almost 15 minutes for a check after asking two servers .",waiters,negative
"did n't like having to flag down waiters for drinks , nor having to wait almost 15 minutes for a check after asking two servers .",drinks,neutral
"did n't like having to flag down waiters for drinks , nor having to wait almost 15 minutes for a check after asking two servers .",servers,neutral
the bar 's waitresses seem to have a sixth sense for when customers have reached the bottom of a drink or are scratching their forks against empty plates .,bar,neutral
the bar 's waitresses seem to have a sixth sense for when customers have reached the bottom of a drink or are scratching their forks against empty plates .,waitresses,positive
the bar 's waitresses seem to have a sixth sense for when customers have reached the bottom of a drink or are scratching their forks against empty plates .,drink,neutral
just walking past this establishment during dinner hours will make you dream of garlic empowered sauce covering a tender veal cutlet .,dinner,neutral
just walking past this establishment during dinner hours will make you dream of garlic empowered sauce covering a tender veal cutlet .,"garlic, empowered, sauce",positive
just walking past this establishment during dinner hours will make you dream of garlic empowered sauce covering a tender veal cutlet .,"veal, cutlet",positive
the place was bustling at 8:30pm on a wednesday night- we arrived earlier than our reservation and got situated at the bar .,place,negative
the place was bustling at 8:30pm on a wednesday night- we arrived earlier than our reservation and got situated at the bar .,reservation,neutral
later two waiters decided to bodyguard our table ; when my fork hits the plate it 's snatched away .,waiters,negative
later two waiters decided to bodyguard our table ; when my fork hits the plate it 's snatched away .,table,neutral
drinks were well priced and the buyback rate was fantastic .,drinks,neutral
drinks were well priced and the buyback rate was fantastic .,priced,positive
however when i returned to my table the waiter immediately came over and said so i guess we are celebrating a birthday here .,table,neutral
however when i returned to my table the waiter immediately came over and said so i guess we are celebrating a birthday here .,waiter,negative
i spent more time looking for a waiter than i did enjoying my meal .,waiter,negative
i spent more time looking for a waiter than i did enjoying my meal .,meal,positive
the food was simple but exploded with flavor and the presentation was as if it was out of a cook book .,food,neutral
the food was simple but exploded with flavor and the presentation was as if it was out of a cook book .,flavor,positive
the food was simple but exploded with flavor and the presentation was as if it was out of a cook book .,presentation,positive
"after arriving for a pre - theatre reservation to find the kitchen closed due to a mechanical failure , the problem was fixed an hour later ( after many drinks at the bar , none of which management offered as a concession to the wait ) and we were served a very good dinner in time to make the play .",bar,neutral
"after arriving for a pre - theatre reservation to find the kitchen closed due to a mechanical failure , the problem was fixed an hour later ( after many drinks at the bar , none of which management offered as a concession to the wait ) and we were served a very good dinner in time to make the play .",management,negative
"after arriving for a pre - theatre reservation to find the kitchen closed due to a mechanical failure , the problem was fixed an hour later ( after many drinks at the bar , none of which management offered as a concession to the wait ) and we were served a very good dinner in time to make the play .",wait,neutral
"after arriving for a pre - theatre reservation to find the kitchen closed due to a mechanical failure , the problem was fixed an hour later ( after many drinks at the bar , none of which management offered as a concession to the wait ) and we were served a very good dinner in time to make the play .",served,neutral
"after arriving for a pre - theatre reservation to find the kitchen closed due to a mechanical failure , the problem was fixed an hour later ( after many drinks at the bar , none of which management offered as a concession to the wait ) and we were served a very good dinner in time to make the play .",dinner,positive
brunch at cafe des artistes was hands down the most terrible dining experience i have had in new york .,brunch,neutral
brunch at cafe des artistes was hands down the most terrible dining experience i have had in new york .,dining,negative
got the check tossed on table 10 minutes after being served and hostess came by to rush us some more .,served,neutral
got the check tossed on table 10 minutes after being served and hostess came by to rush us some more .,hostess,negative
"i always get the apple pie , but the past two times i visited , the waiter burnt the pie while he was supposed to warm it up .","apple, pie",neutral
"i always get the apple pie , but the past two times i visited , the waiter burnt the pie while he was supposed to warm it up .",waiter,negative
"sometimes , the take - out and seating lines can be long , but the staff help move things along .","take, -, out",neutral
"sometimes , the take - out and seating lines can be long , but the staff help move things along .","seating, lines",neutral
"sometimes , the take - out and seating lines can be long , but the staff help move things along .",staff,positive
"my favorite was the apple dessert , which came with little squares of pear and apple jelly .","apple, dessert",positive
"my favorite was the apple dessert , which came with little squares of pear and apple jelly .","apple, jelly",neutral
"the food an ideal meal here starts with lusty , cheese - encrusted onion soup or a salad of frisee and bacon capped with a soft - poached egg .",food,neutral
"the food an ideal meal here starts with lusty , cheese - encrusted onion soup or a salad of frisee and bacon capped with a soft - poached egg .",meal,positive
"the food an ideal meal here starts with lusty , cheese - encrusted onion soup or a salad of frisee and bacon capped with a soft - poached egg .","salad, of, frisee",neutral
"calle ocho is definitely high on my list , the food and mojitos are excellent ( the sangria is a miss , flor de sol has much better sangria ) but the service leaves much to be desired .",calle,positive
"calle ocho is definitely high on my list , the food and mojitos are excellent ( the sangria is a miss , flor de sol has much better sangria ) but the service leaves much to be desired .",food,positive
"calle ocho is definitely high on my list , the food and mojitos are excellent ( the sangria is a miss , flor de sol has much better sangria ) but the service leaves much to be desired .",mojitos,positive
"calle ocho is definitely high on my list , the food and mojitos are excellent ( the sangria is a miss , flor de sol has much better sangria ) but the service leaves much to be desired .",service,negative
"entree choices seem endless -- braised beef , pounded chicken , garlic shrimp , poblano chile , hanger steak-- the platter of subtly spiced pulled pork , served with whipped plaintains , is the restaurant 's best .",entree,positive
"entree choices seem endless -- braised beef , pounded chicken , garlic shrimp , poblano chile , hanger steak-- the platter of subtly spiced pulled pork , served with whipped plaintains , is the restaurant 's best .","braised, beef",neutral
"entree choices seem endless -- braised beef , pounded chicken , garlic shrimp , poblano chile , hanger steak-- the platter of subtly spiced pulled pork , served with whipped plaintains , is the restaurant 's best .","pounded, chicken",neutral
"entree choices seem endless -- braised beef , pounded chicken , garlic shrimp , poblano chile , hanger steak-- the platter of subtly spiced pulled pork , served with whipped plaintains , is the restaurant 's best .","garlic, shrimp",neutral
"entree choices seem endless -- braised beef , pounded chicken , garlic shrimp , poblano chile , hanger steak-- the platter of subtly spiced pulled pork , served with whipped plaintains , is the restaurant 's best .","served, with, whipped, plaintains",positive
order ended up being double the price of a normal lunch .,price,negative
order ended up being double the price of a normal lunch .,lunch,neutral
"i must admit that when my friend said we were going to astoria for dinner , i expected a diner sytle restaurant , where the decor , food and service would not suffice .",dinner,neutral
"i must admit that when my friend said we were going to astoria for dinner , i expected a diner sytle restaurant , where the decor , food and service would not suffice .",diner,neutral
"i must admit that when my friend said we were going to astoria for dinner , i expected a diner sytle restaurant , where the decor , food and service would not suffice .",decor,negative
"but , as i said , it 's a dive bar , so it 's not someplace you 'd take a high - maintenance individual .",bar,neutral
"but , as i said , it 's a dive bar , so it 's not someplace you 'd take a high - maintenance individual .",individual,negative
"the service is disorganised , no one gave us a menu for 15 mins once we were seated , but after that it went smoothly enough but no where near the stella performance of many half as pretensious restaurants .",service,negative
"the service is disorganised , no one gave us a menu for 15 mins once we were seated , but after that it went smoothly enough but no where near the stella performance of many half as pretensious restaurants .",menu,neutral
"for appetizers try the tuna carpaccio with wasabi creme fraiche , lobster tempura with tarter sauce .",appetizers,neutral
"for appetizers try the tuna carpaccio with wasabi creme fraiche , lobster tempura with tarter sauce .","tuna, carpaccio, with, wasabi, creme, fraiche",positive
"for appetizers try the tuna carpaccio with wasabi creme fraiche , lobster tempura with tarter sauce .","lobster, tempura, with, tarter, sauce",positive
for $ 19 in a place that specializes in breakfast i did expect perfect eggs benedict .,breakfast,neutral
for $ 19 in a place that specializes in breakfast i did expect perfect eggs benedict .,"eggs, benedict",positive
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .,taste,positive
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .,food,neutral
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .,feel,positive
when the group arrived for the noon lunch the restaurant was only partially set up and the group was forced to eat lunch while the staff noisily set up the restaurant around them .,"noon, lunch",neutral
when the group arrived for the noon lunch the restaurant was only partially set up and the group was forced to eat lunch while the staff noisily set up the restaurant around them .,staff,negative
"if you think the prices are outrageous , just take the family , enjoy the ride and go in and order a few appetizers as prelude to a real dinner .",prices,negative
"if you think the prices are outrageous , just take the family , enjoy the ride and go in and order a few appetizers as prelude to a real dinner .",family,neutral
"service was friendly , but not terribly attentive , took 30 minutes after dinner to clear our plates , and another 20 to get our check .",service,positive
"service was friendly , but not terribly attentive , took 30 minutes after dinner to clear our plates , and another 20 to get our check .",dinner,neutral
"service was friendly , but not terribly attentive , took 30 minutes after dinner to clear our plates , and another 20 to get our check .",plates,neutral
i was not told this before when i made the reservation and explained to the manager richard who has the poorest customer service ever and rude and said he did n't believe me .,reservation,neutral
i was not told this before when i made the reservation and explained to the manager richard who has the poorest customer service ever and rude and said he did n't believe me .,manager,negative
i was not told this before when i made the reservation and explained to the manager richard who has the poorest customer service ever and rude and said he did n't believe me .,service,negative
"only problem was - an older gentleman ( well - dressed but a little enebriated ) chose to sit down right next to me - despite the fact that all 15 other seats were free - order himself a martini , and then describe how dry and dissapointing the burger was when he ordered it a few days ago .",gentleman,negative
"only problem was - an older gentleman ( well - dressed but a little enebriated ) chose to sit down right next to me - despite the fact that all 15 other seats were free - order himself a martini , and then describe how dry and dissapointing the burger was when he ordered it a few days ago .",seats,negative
"only problem was - an older gentleman ( well - dressed but a little enebriated ) chose to sit down right next to me - despite the fact that all 15 other seats were free - order himself a martini , and then describe how dry and dissapointing the burger was when he ordered it a few days ago .",martini,neutral
"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish .","soy, sauce",negative
"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish .",scallion,neutral
"desserts are showstoppers , namely the caramelized banana tower with toasted marshmallows in a tall hazelnut shell .",desserts,positive
"desserts are showstoppers , namely the caramelized banana tower with toasted marshmallows in a tall hazelnut shell .",shell,neutral
"i have to agree with the previous review that the atmosphere is n't much , but mister falafel ca n't be beat for quick , delicious , cheap takeout .",atmosphere,negative
"i have to agree with the previous review that the atmosphere is n't much , but mister falafel ca n't be beat for quick , delicious , cheap takeout .",falafel,positive
"the place looks cool , but the food is not really that good .",place,positive
"the place looks cool , but the food is not really that good .",food,negative
its a sicilian slice made with freshly grilled veggies which lie on top of a sumptous tomato sauce .,"sicilian, slice",neutral
its a sicilian slice made with freshly grilled veggies which lie on top of a sumptous tomato sauce .,"grilled, veggies",positive
"overall , the food makes up for what is missing in the ambience and service .",food,positive
"overall , the food makes up for what is missing in the ambience and service .",ambience,negative
"overall , the food makes up for what is missing in the ambience and service .",service,negative
i really like the decor and it made it feel like i was having drinks at a mansion .,decor,positive
i really like the decor and it made it feel like i was having drinks at a mansion .,drinks,neutral
"best steak i have ever tasted in my life , the side dishes are amazing as well as the bread basket they put out that could be a meal in its self .",steak,positive
"best steak i have ever tasted in my life , the side dishes are amazing as well as the bread basket they put out that could be a meal in its self .","side, dishes",positive
"best steak i have ever tasted in my life , the side dishes are amazing as well as the bread basket they put out that could be a meal in its self .",bread,positive
"best steak i have ever tasted in my life , the side dishes are amazing as well as the bread basket they put out that could be a meal in its self .",meal,neutral
the portions are miniscule and the size of an entree could be half - and appetizer if even that large .,portions,negative
the portions are miniscule and the size of an entree could be half - and appetizer if even that large .,entree,neutral
the portions are miniscule and the size of an entree could be half - and appetizer if even that large .,appetizer,neutral
"our waiter disappeared entirely , our food , when we were finally able to order it , arrived without plates ( we had to go and track down a busboy to get them ) , and when we were finished , we could n't get the check , even after walking across the restaurant to request it .",waiter,negative
"our waiter disappeared entirely , our food , when we were finally able to order it , arrived without plates ( we had to go and track down a busboy to get them ) , and when we were finished , we could n't get the check , even after walking across the restaurant to request it .",food,neutral
"our waiter disappeared entirely , our food , when we were finally able to order it , arrived without plates ( we had to go and track down a busboy to get them ) , and when we were finished , we could n't get the check , even after walking across the restaurant to request it .",plates,neutral
"our waiter disappeared entirely , our food , when we were finally able to order it , arrived without plates ( we had to go and track down a busboy to get them ) , and when we were finished , we could n't get the check , even after walking across the restaurant to request it .",check,neutral
there is actually space to breathe and the decor sets the tone for an intimate dinner .,space,neutral
there is actually space to breathe and the decor sets the tone for an intimate dinner .,decor,positive
there is actually space to breathe and the decor sets the tone for an intimate dinner .,dinner,positive
"i ' ve been accustomed by the restaurant group 's great service , so i was disappointed by the long wait for my lunch .",service,positive
"i ' ve been accustomed by the restaurant group 's great service , so i was disappointed by the long wait for my lunch .",wait,negative
"after making reservations almost a month in advance , i was very disappointed to be seated in a secluded area for dinner next to the sushi bar and kitchen ! ! ! ! ! ! !",reservations,neutral
"after making reservations almost a month in advance , i was very disappointed to be seated in a secluded area for dinner next to the sushi bar and kitchen ! ! ! ! ! ! !",seated,negative
"after making reservations almost a month in advance , i was very disappointed to be seated in a secluded area for dinner next to the sushi bar and kitchen ! ! ! ! ! ! !","sushi, bar",neutral
"the brightly - lit takeout spot with a few non - descript tables and chairs looks like any other , but it tastes ten times more homespun .","takeout, spot",positive
"the brightly - lit takeout spot with a few non - descript tables and chairs looks like any other , but it tastes ten times more homespun .",tables,neutral
the owner and staff are all japanese as well and that adds to the entire ambiance .,owner,neutral
the owner and staff are all japanese as well and that adds to the entire ambiance .,staff,neutral
the owner and staff are all japanese as well and that adds to the entire ambiance .,ambiance,positive
you may have to wait a bit for service but you will not be disappointed with the food .,service,negative
you may have to wait a bit for service but you will not be disappointed with the food .,food,positive
"i dined there on a wednesday night , the restaurant was practically empty , and we had to ask our waiter for everything , the menu , more water , the check , etc .",waiter,negative
"i dined there on a wednesday night , the restaurant was practically empty , and we had to ask our waiter for everything , the menu , more water , the check , etc .",menu,neutral
"i dined there on a wednesday night , the restaurant was practically empty , and we had to ask our waiter for everything , the menu , more water , the check , etc .",water,neutral
"i had dinner with a few of my friends , and it was the best we ' ve had in a long time .",dinner,positive
"i had dinner with a few of my friends , and it was the best we ' ve had in a long time .",time,neutral
"though you will undoubtedly be seated at a table with what seems like barely enough room ( no matter what the size of your party ) , the warm atomosphere is worth the cramped quarters- you 'll have fun and forgot about the tight spot you 're in .",table,neutral
"though you will undoubtedly be seated at a table with what seems like barely enough room ( no matter what the size of your party ) , the warm atomosphere is worth the cramped quarters- you 'll have fun and forgot about the tight spot you 're in .",room,negative
"though you will undoubtedly be seated at a table with what seems like barely enough room ( no matter what the size of your party ) , the warm atomosphere is worth the cramped quarters- you 'll have fun and forgot about the tight spot you 're in .",spot,negative
"free edamame ( nice perk ) and we ordered four rolls between the two of us , and each of us had a drink .",edamame,positive
"free edamame ( nice perk ) and we ordered four rolls between the two of us , and each of us had a drink .",rolls,neutral
"free edamame ( nice perk ) and we ordered four rolls between the two of us , and each of us had a drink .",drink,neutral
but the wait for seating can be exasperating .,wait,negative
but the wait for seating can be exasperating .,seating,neutral
sometimes when i come home from work i stop at the bar to have a plate of oysters and something delicious for dinner .,bar,neutral
sometimes when i come home from work i stop at the bar to have a plate of oysters and something delicious for dinner .,"plate, of, oysters",neutral
sometimes when i come home from work i stop at the bar to have a plate of oysters and something delicious for dinner .,dinner,positive
"while the space is exceptionally small and the seating can be uncomfortable , the food is well worth the few inconveniences .",seating,negative
"while the space is exceptionally small and the seating can be uncomfortable , the food is well worth the few inconveniences .",food,positive
the service is excellent and always informative without an air .,service,positive
the service is excellent and always informative without an air .,air,neutral
"i had afternoon tea which featured a pot of tea and several pastries and tea sandwiches , all of which were delicious .","afternoon, tea",positive
"i had afternoon tea which featured a pot of tea and several pastries and tea sandwiches , all of which were delicious .","pot, of, tea",neutral
"i had afternoon tea which featured a pot of tea and several pastries and tea sandwiches , all of which were delicious .",pastries,positive
"i had afternoon tea which featured a pot of tea and several pastries and tea sandwiches , all of which were delicious .","tea, sandwiches",positive
"after the bar , they sat us on the side with the wine room with a nice view of everything .",bar,neutral
"after the bar , they sat us on the side with the wine room with a nice view of everything .",view,positive
"the waitress interrupted us halfway through our meal to say that if we wanted dessert we had to order it then , because the kitchen wanted to close .",waitress,negative
"the waitress interrupted us halfway through our meal to say that if we wanted dessert we had to order it then , because the kitchen wanted to close .",meal,neutral
"the waitress interrupted us halfway through our meal to say that if we wanted dessert we had to order it then , because the kitchen wanted to close .",dessert,neutral
yet the maitre d still sat us next to the bar .,maitre,negative
yet the maitre d still sat us next to the bar .,bar,neutral
lobster bisque is a 10 + and steaks ; fish and cajun shrimp app are standouts !,"lobster, bisque",positive
lobster bisque is a 10 + and steaks ; fish and cajun shrimp app are standouts !,steaks,neutral
lobster bisque is a 10 + and steaks ; fish and cajun shrimp app are standouts !,"fish, and, cajun, shrimp, app",positive
a few of us went the other night for cocktails ( half price ! ),cocktails,neutral
a few of us went the other night for cocktails ( half price ! ),price,positive
i went on a saturday and the atmosphere was no more exciting than eating dinner at home .,atmosphere,negative
i went on a saturday and the atmosphere was no more exciting than eating dinner at home .,dinner,neutral
the staff treated them like true royalty .,staff,neutral
the staff treated them like true royalty .,royalty,positive
"the salad i received was iceberg lettuce with nothing else in it ( no tomatoes , carrots ) .",salad,neutral
"the salad i received was iceberg lettuce with nothing else in it ( no tomatoes , carrots ) .","iceberg, lettuce",neutral
"the salad i received was iceberg lettuce with nothing else in it ( no tomatoes , carrots ) .",carrots,negative
"the dinner lasted about 3 hours , that waiter continued to refill our water even though we finished the whole meal ( including desserts ) an hour and half before .",dinner,neutral
"the dinner lasted about 3 hours , that waiter continued to refill our water even though we finished the whole meal ( including desserts ) an hour and half before .",waiter,negative
"the dinner lasted about 3 hours , that waiter continued to refill our water even though we finished the whole meal ( including desserts ) an hour and half before .",meal,neutral
"the dinner lasted about 3 hours , that waiter continued to refill our water even though we finished the whole meal ( including desserts ) an hour and half before .",desserts,neutral
"and the owner did nt seem to care , she was more interested in talking at the bar than hearing from me .",owner,negative
"and the owner did nt seem to care , she was more interested in talking at the bar than hearing from me .",bar,neutral
"food was good , but not worth the wait .",food,positive
"food was good , but not worth the wait .",wait,negative
i went there for easter dinner and the pork chops were quite tasty .,dinner,neutral
i went there for easter dinner and the pork chops were quite tasty .,"pork, chops",positive
"the ribs are a second runner up , poo poo platters are never out of style .",ribs,neutral
"the ribs are a second runner up , poo poo platters are never out of style .","poo, platters",positive
"if you want peace quiet , ambience and patient service , go elsewhere .",ambience,neutral
"if you want peace quiet , ambience and patient service , go elsewhere .",service,positive
"their appetizer portions are not huge , just right since the entrees are much larger .","appetizer, portions",negative
"their appetizer portions are not huge , just right since the entrees are much larger .",entrees,positive
i took another 45 minutes so i called back the waiter and said that if the food was ready now ill just pay for it .,waiter,negative
i took another 45 minutes so i called back the waiter and said that if the food was ready now ill just pay for it .,food,neutral
the bar is also a must after dinner : have a raspberry martini !,bar,positive
the bar is also a must after dinner : have a raspberry martini !,dinner,neutral
the bar is also a must after dinner : have a raspberry martini !,"raspberry, martini",positive
the food tastes like home cooking .,food,neutral
the food tastes like home cooking .,cooking,positive
there is no way the food and service here are worth the prices they charge .,food,neutral
there is no way the food and service here are worth the prices they charge .,prices,positive
"meal was acceptable , lamb was tough although rare like i asked , green beans were overcooked , my girlfriend ordered steak frites rare , came medium , steak was tough , lots of nerves , steak au poivre sauce was mediocre .",meal,positive
"meal was acceptable , lamb was tough although rare like i asked , green beans were overcooked , my girlfriend ordered steak frites rare , came medium , steak was tough , lots of nerves , steak au poivre sauce was mediocre .",lamb,negative
"meal was acceptable , lamb was tough although rare like i asked , green beans were overcooked , my girlfriend ordered steak frites rare , came medium , steak was tough , lots of nerves , steak au poivre sauce was mediocre .","steak, frites",negative
super friendly neighboorhood atmosphere where even a lady can go alone and have a drink and feel comfortable .,atmosphere,positive
super friendly neighboorhood atmosphere where even a lady can go alone and have a drink and feel comfortable .,drink,neutral
"the last time i went to the restaurant , the waitress made me wait to take my order , then left me without anything to drink throughout the entire meal .",waitress,negative
"the last time i went to the restaurant , the waitress made me wait to take my order , then left me without anything to drink throughout the entire meal .",meal,neutral
"blue ribbon sushi has far more than a cult following , packed daily from noon till 3 am , with hipsters , celebrities , sashimi lovers , and of course soho locals , it 's breath taking menu , superb fare , lengthy sake list , and pro seating system have earned it a 5 star rating with the sushi times : 6 years running .","ribbon, sushi",positive
"blue ribbon sushi has far more than a cult following , packed daily from noon till 3 am , with hipsters , celebrities , sashimi lovers , and of course soho locals , it 's breath taking menu , superb fare , lengthy sake list , and pro seating system have earned it a 5 star rating with the sushi times : 6 years running .",sashimi,positive
"blue ribbon sushi has far more than a cult following , packed daily from noon till 3 am , with hipsters , celebrities , sashimi lovers , and of course soho locals , it 's breath taking menu , superb fare , lengthy sake list , and pro seating system have earned it a 5 star rating with the sushi times : 6 years running .",menu,neutral
"blue ribbon sushi has far more than a cult following , packed daily from noon till 3 am , with hipsters , celebrities , sashimi lovers , and of course soho locals , it 's breath taking menu , superb fare , lengthy sake list , and pro seating system have earned it a 5 star rating with the sushi times : 6 years running .",fare,positive
the sandwiches from the take out window are delicious too .,sandwiches,positive
the sandwiches from the take out window are delicious too .,"take, out, window",neutral
"for far better fish at the same price ( but less interesting roll combinations ) , try yama , just around the corner .",fish,positive
"for far better fish at the same price ( but less interesting roll combinations ) , try yama , just around the corner .",price,neutral
"for far better fish at the same price ( but less interesting roll combinations ) , try yama , just around the corner .",roll,negative
"steer away from the parmesan fries ( they use powdered parmesan ) , their house wine selections , and mixed drinks ( there 's no alcohol in them ! ! ! )","parmesan, fries",negative
"steer away from the parmesan fries ( they use powdered parmesan ) , their house wine selections , and mixed drinks ( there 's no alcohol in them ! ! ! )","house, wine, selections",neutral
the duck burrito with mole sauce is out of this world and the prices are definitely affordable $ 12 - 16 for most entrees .,"duck, burrito, with, mole, sauce",positive
the duck burrito with mole sauce is out of this world and the prices are definitely affordable $ 12 - 16 for most entrees .,prices,positive
the duck burrito with mole sauce is out of this world and the prices are definitely affordable $ 12 - 16 for most entrees .,entrees,neutral
the scene inconspicuous bottino is an ideal stop for a light lunch or full dinner while gallery - hopping through chelsea .,scene,neutral
the scene inconspicuous bottino is an ideal stop for a light lunch or full dinner while gallery - hopping through chelsea .,lunch,positive
the scene inconspicuous bottino is an ideal stop for a light lunch or full dinner while gallery - hopping through chelsea .,dinner,positive
"although the cheesecake did n't taste like cheescake and the homefires were horrible , overall my friends love this place and they love the food .",cheesecake,negative
"although the cheesecake did n't taste like cheescake and the homefires were horrible , overall my friends love this place and they love the food .",homefires,negative
"although the cheesecake did n't taste like cheescake and the homefires were horrible , overall my friends love this place and they love the food .",food,positive
i have been there for dinner as well and one would think that if you pay more for dinner than the buffet you would get better quality food from the tandoor .,buffet,neutral
i have been there for dinner as well and one would think that if you pay more for dinner than the buffet you would get better quality food from the tandoor .,food,positive
the waiter disappeared after dropping off the food so i had no choice but to eat it as is .,waiter,negative
the waiter disappeared after dropping off the food so i had no choice but to eat it as is .,food,neutral
"in addition , our waiter seemed to have short - term memory loss because he kept forgetting to bring us our drink order even after i asked him on three separate occasions .",waiter,negative
